text,created_at,retweet_count,favorite_count,is_retweet,id_str
Great businessman &amp; philanthropist Bernie Marcus Co-Founder of Home Depot said that Congress was too distracted by the (phony) Impeachment Witch Hunt when they should have been investigating  CoronaVirus when it first appeared in China. Media played a big roll also!@dcexaminer,4/12/20 16:14,31714,145472,FALSE,1.24937E+18
Great businessman &amp; philanthropist Bernies Marcus Co-Founder of Home Depot said that Congress was too distracted by the (phony) Impeachment Witch Hunt when they should have been investigating  CoronaVirus when it first appeared in China. Media played a big roll also!@dcexaminer,4/12/20 16:10,1987,1,FALSE,1.24937E+18
HAPPY EASTER!,4/12/20 14:21,62512,538458,FALSE,1.24934E+18
A very good sign is that empty hospital beds are becoming more and more prevalent. We deployed 418 Doctors Nurses and Respiratory Therapists from the hospital ship Comfort and the Javits Convention Center to hospitals in NYC &amp; State. Have more bed capacity than was needed. Good!,4/12/20 14:21,31869,170760,FALSE,1.24934E+18
HAPPY EASTER! https://t.co/UX5Bhm82H2,4/12/20 12:06,52894,272271,FALSE,1.24931E+18
https://t.co/b3fwPSkSCF,4/12/20 1:18,15667,60379,FALSE,1.24914E+18
Will be interviewed by @JudgeJeanine tonight at 9:00 P.M. Eastern on @FoxNews!,4/12/20 0:58,7188,44365,FALSE,1.24914E+18
Cryin'Chuck doesn't have a clue. Couldn't care less about the American Worker! https://t.co/eoXxXdn460,4/12/20 0:40,20097,67030,FALSE,1.24914E+18
Mail in ballots substantially increases the risk of crime and VOTER FRAUD!,4/12/20 0:29,42033,208785,FALSE,1.24913E+18
Will be interviewed by @JudgeJeanine tonight at 9:00 P.M. Eastern on @FoxNews! https://t.co/F83yVaxXab,4/11/20 23:51,8546,37270,FALSE,1.24912E+18
So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder what the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,4/11/20 23:34,43212,176139,FALSE,1.24912E+18
Governor @GavinNewsom of California has been very nice &amp;  highly supportive about the great job we have done working together for California. That is the good news but this is the bad. He is unfairly under attack by the Radical Left Dems MSDNC etc. He is strong! Will he fold?,4/11/20 23:28,17150,80488,FALSE,1.24912E+18
I will be watching. HAVE A GREAT EASTER! https://t.co/wCa7u6qSnl,4/11/20 22:38,11563,48160,FALSE,1.2491E+18
The Wall Street Journal Editorial Board doesn't have a clue on how to fight and win. Their views on Tariffs &amp; Trade are losers for the U.S. but winners for other countries including China. If we followed their standards  we'd have no Country left. They should love Sleepy Joe!,4/11/20 22:35,17187,73928,FALSE,1.2491E+18
So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder where the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,4/11/20 22:27,8950,30643,FALSE,1.2491E+18
So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder what the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,4/11/20 22:22,953,3197,FALSE,1.2491E+18
Watching @FoxNews on weekend afternoons is a total waste of time. We now have some great alternatives like @OANN.,4/11/20 21:53,34830,140387,FALSE,1.24909E+18
"""The President and the Federal Government are doing an excellent job. When they say the death toll isn't going to be as high as reported they (the opposition) act like they're sad because it's lower. I think they are (Press Conferences) wonderful."" West Virginia Resident C Span",4/11/20 21:48,19026,94759,FALSE,1.24909E+18
Great editorial by @SenRonJohnson! https://t.co/hGmcwI4OSe,4/11/20 21:36,11509,37430,FALSE,1.24909E+18
Wishing all a safe and blessed Easter Sunday. I will be tuning into Pastor @robertjeffress at https://t.co/roBC6bOARn Church in Dallas Texas tomorrow morning at 10:20 AM Eastern. https://t.co/wCa7u6qSnl,4/11/20 21:08,13886,55633,FALSE,1.24908E+18
WE WILL BUILD IT AGAIN!,4/11/20 18:53,61637,437962,FALSE,1.24905E+18
....Does anyone ever notice how few quotes from an actual person are given nowadays by the Lamestream Media. Very seldom. The unnamed or anonymous sources are almost always FAKE NEWS.,4/11/20 18:47,29143,139094,FALSE,1.24905E+18
"When the Failing @nytimes or Amazon @washingtonpost writes a story saying ""unnamed sources said"" or any such phrase where a person's  name is not used don't believe them. Most of these unnamed sources don't exist. They are made up to defame &amp; disparage. They have no ""source""...",4/11/20 18:43,31928,121112,FALSE,1.24905E+18
"....economy was shuttered. This is unprecedented it is unsettling and challenging but we will rise to meet the occasion."" MACK MCLARTY Clinton White House Chief of Staff. @LelandVittert @FoxNews Thank you Mack. We will be bigger better and stronger than ever before!",4/11/20 18:33,14540,71473,FALSE,1.24904E+18
"""I think the situation is unprecedented and there is no question about that. It's whiplash! The economy was moving forward at a rapid pace in terms of growth jobs and even wage increases and all of a sudden the pandemic hit and the....",4/11/20 18:33,19451,98335,FALSE,1.24904E+18
"""Trump did a deal with Japan. A lot of our product goes to Japan and we are booming in North Dakota."" Jim on C Span Washington Journal. Our Trade Deals will be having a big impact on our Country as they kick in!",4/11/20 16:01,24160,123394,FALSE,1.249E+18
https://t.co/HGD0GHUOjt,4/10/20 16:44,25231,96452,FALSE,1.24865E+18
Nobody wants to say that if Elizabeth Warren gets out of the race before Super Tuesday Crazy Bernie Sanders wins virtually every state in a blowout...NOT EVEN CLOSE!  I haven't heard one member of the Fake News Establishment even mention this irrefutable fact. FAKE NEWS!,4/10/20 15:42,22824,118996,FALSE,1.24864E+18
The Invisible Enemy will soon be in full retreat!,4/10/20 15:15,77503,444215,FALSE,1.24863E+18
Because the T.V. Ratings for the White House News Conference's are the highest the Opposition Party (Lamestream Media) the Radical Left Do Nothing Democrats &amp; of course the few remaining RINO'S are doing everything in their power to disparage &amp; end them. The People's Voice!,4/10/20 14:36,25651,112336,FALSE,1.24862E+18
The White House Press Conference will take place today at 1:00 P.M. recognizing that it is Good Friday!,4/10/20 14:35,16182,84279,FALSE,1.24862E+18
HAPPY GOOD FRIDAY TO ALL!,4/10/20 14:32,50681,401651,FALSE,1.24862E+18
Wow Approval Rating in the Republican Party - 96%. Thank you!,4/10/20 14:14,31122,218747,FALSE,1.24862E+18
Not good Gregg but it is what it is. Have to save the airlines! https://t.co/AeaiLCO9pg,4/10/20 12:36,9993,44523,FALSE,1.24859E+18
Congress must go back to DEDUCTIBILITY by businesses if Restaurants Clubs &amp; Entertaiment is expected to flourish (like never before)!,4/10/20 11:48,16061,75082,FALSE,1.24858E+18
Democrats are blocking a 251 Billion Dollar funding boost for Small Businesses which will help them keep their employees. It should be for only that reason with no additions. We should have a big Infrastructure Phase Four with Payroll Tax Cuts &amp; more. Big Economic Bounceback!,4/10/20 11:32,31285,113761,FALSE,1.24857E+18
This week in only 4 days we had the biggest Stock Market increase since 1974. We have a great chance for the really big bounce when the Invisible Enemy is gone!,4/10/20 11:30,35656,217469,FALSE,1.24857E+18
Democrats are blocking a 251 Million Dollar funding boost for Small Businesses which will help them keep their employees. It should be for only that reason with no additions. We should have a big Infrastructure Phase Four with Payroll Tax Cuts &amp; more. Big Economic Bounceback!,4/10/20 11:19,3302,11811,FALSE,1.24857E+18
Tim Scott is Great! https://t.co/O1Aivbc2yG,4/10/20 4:57,10515,40349,FALSE,1.24848E+18
Thank you Frank. It's ABC Fake News. They knew they were wrong when they went with this Hoax of a story! https://t.co/FHkRaW3BTi,4/10/20 4:56,18560,66354,FALSE,1.24847E+18
Thank you Erin! https://t.co/m8HRlK6VCY,4/10/20 4:45,10205,56824,FALSE,1.24847E+18
....We will always be there for our Great Farmers Cattlemen Ranchers and Producers!,4/10/20 0:42,12554,74306,FALSE,1.24841E+18
I have directed @SecretarySonny to expedite help to our farmers especially to the smaller farmers who are hurting right now. I expect Secretary Purdue to use all of the funds and authorities at his disposal to make sure that our food supply is stable strong and safe....,4/10/20 0:42,22821,116594,FALSE,1.24841E+18
"The Wall Street Journal always ""forgets"" to mention that the ratings for the White House Press Briefings are ""through the roof"" (Monday Night Football Bachelor Finale according to @nytimes) &amp; is only way for me to escape the Fake News &amp; get my views across. WSJ is Fake News!",4/9/20 19:35,28686,131924,FALSE,1.24833E+18
Great News: Prime Minister Boris Johnson has just been moved out of Intensive Care. Get well Boris!!!,4/9/20 18:39,54563,444186,FALSE,1.24832E+18
On National Former Prisoner of War Recognition Day we honor the more than 500000 American warriors captured while protecting our way of life. We pay tribute to these Patriots for their unwavering and unrelenting spirit! https://t.co/KOI7Qd1pZx,4/9/20 15:51,22018,88858,FALSE,1.24828E+18
.@OANN  A key CoronaVirus Model is now predicting far fewer deaths than the number shown in earlier models. That's because the American people are doing a great job. Social Distancing etc. Keep going!,4/9/20 15:08,31291,182657,FALSE,1.24827E+18
"Absentee Ballots are a great way to vote for the many senior citizens military and others who can't get to the polls on Election Day. These ballots are very different from 100% Mail-In Voting which is ""RIPE for FRAUD"" and shouldn't be allowed!",4/8/20 23:34,50256,198429,FALSE,1.24803E+18
This morning 450000 protective suits landed in Dallas Texas. This was made possible because of the partnership of two great American companies—DuPont and FedEx—and our friends in Vietnam. Thank you! @DuPont_News @FedEx https://t.co/8yhG6tYnQW,4/8/20 23:15,20791,98899,FALSE,1.24803E+18
https://t.co/DKY3UPeyak,4/8/20 22:48,12569,57231,FALSE,1.24802E+18
Wishing a HAPPY PASSOVER to those celebrating in the United States Israel and around the world! https://t.co/83odnD9yvh,4/8/20 20:50,22179,105051,FALSE,1.24799E+18
White House news conference at 5:30 P.M. Eastern. Thank you!,4/8/20 20:37,13670,89595,FALSE,1.24799E+18
Extraordinary times require even closer cooperation between friends. Thank you India and the Indian people for the decision on HCQ. Will not be forgotten! Thank you Prime Minister @NarendraModi for your strong leadership in helping not just India but humanity in this fight!,4/8/20 18:11,110302,449820,FALSE,1.24795E+18
Can't see AOC plus 3 supporting Sleepy Joe!,4/8/20 16:12,20863,128546,FALSE,1.24792E+18
Wow Bernie is unwilling to give up his delegates and wants more of them! What's that all about?,4/8/20 16:09,24867,143373,FALSE,1.24792E+18
Bernie Sanders is OUT! Thank you to Elizabeth Warren. If not for her Bernie would have won almost every state on Super Tuesday! This ended just like the Democrats &amp; the DNC wanted same as the Crooked Hillary fiasco. The Bernie people should come to the Republican Party TRADE!,4/8/20 15:49,57860,288576,FALSE,1.24791E+18
FLATTENING OF THE CURVE!,4/8/20 15:26,34051,238944,FALSE,1.24791E+18
Once we OPEN UP OUR GREAT COUNTRY and it will be sooner rather than later the horror of the Invisible Enemy except for those that sadly lost a family member or friend must be quickly forgotten. Our Economy will BOOM perhaps like never before!!!,4/8/20 14:52,39105,214955,FALSE,1.2479E+18
Once we OPEN UP OUR GREAT COUNYRY and it will be sooner rather than later the horror of the Invisible Enemy except for those that sadly lost a family member or friend must be quickly forgotten. Our Economy will BOOM perhaps like never before!!!,4/8/20 14:49,450,1813,FALSE,1.2479E+18
"...the Fake News Media into not covering them but that effort failed because the ratings are through the roof according to of all sources the Failing New York Times ""Monday Night Football Bachelor Finale"" type numbers (&amp; sadly they get it $FREE). Trump Derangement Syndrome!",4/8/20 14:42,15784,72756,FALSE,1.2479E+18
"The Radical Left Democrats have gone absolutely crazy that I am doing daily Presidential News Conferences. They actually want me to STOP! They used to complain that I am not doing enough of them now they complain that I ""shouldn't be allowed to do them."" They tried to shame.....",4/8/20 14:42,27530,125183,FALSE,1.2479E+18
Will be immediately sending 100 Ventilators to Colorado at the request of Senator Gardner! https://t.co/Nj4EPxfZl6,4/8/20 12:46,14191,68677,FALSE,1.24787E+18
Republicans should fight very hard when it comes to state wide mail-in voting. Democrats are clamoring for it. Tremendous potential for voter fraud and for whatever reason  doesn't work out well for Republicans. @foxandfriends,4/8/20 12:20,41281,144115,FALSE,1.24786E+18
"""The number of New Yorkers admitted to hospitals has dropped."" @ainsleyearhardt @foxandfriends  Good news!",4/8/20 12:07,20700,117123,FALSE,1.24786E+18
https://t.co/nyajxA52Fs,4/7/20 22:43,10890,50427,FALSE,1.24766E+18
https://t.co/fiorkR8wtn,4/7/20 22:43,10281,49170,FALSE,1.24766E+18
https://t.co/2VsBBtXpfg,4/7/20 21:29,21070,67274,FALSE,1.24764E+18
Will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Look forward to it.,4/7/20 21:23,13151,63623,FALSE,1.24764E+18
White House news conference at 5:30 P.M. Eastern. Thank you!,4/7/20 21:03,12417,86909,FALSE,1.24763E+18
https://t.co/GIzwKSbuuS,4/7/20 20:39,10112,45488,FALSE,1.24762E+18
Just had a conf call w/ major lenders discussing our Great Small Businesses &amp; the #PPPloan. I ask every company big &amp; small making announcements about innovative contributions hiring new workers or looking to overcome setbacks to share your stories with #AmericaWorksTogether! https://t.co/zfEy14aJ86,4/7/20 20:03,15545,59360,FALSE,1.24762E+18
Wisconsin get out and vote NOW for Justice Daniel Kelly. Protect your 2nd Amendment!,4/7/20 15:26,27629,119169,FALSE,1.24755E+18
Why didn't the I.G. who spent 8 years with the Obama Administration (Did she Report on the failed H1N1 Swine Flu debacle where 17000 people died?) want to talk to the Admirals Generals V.P. &amp; others in charge before doing her report. Another Fake Dossier!,4/7/20 15:22,40386,156182,FALSE,1.24755E+18
The W.H.O. really blew it. For some reason funded largely by the United States yet very China centric. We will be giving that a good look. Fortunately I rejected their advice on keeping our borders open to China early on. Why did they give us such a faulty recommendation?,4/7/20 15:04,113609,462619,FALSE,1.24754E+18
Vote today Tuesday for highly respected Republican Justice Daniel Kelly. Tough on Crime loves your Military Vets Farmers &amp; will save your 2nd Amendment. A BIG VOTE! https://t.co/1FPYjzZCoH,4/7/20 4:35,21841,81450,FALSE,1.24738E+18
Great job being done by Dr. Nicole Saphier on @FoxNews!,4/7/20 3:39,13380,89820,FALSE,1.24737E+18
https://t.co/oUFOV2HQLo,4/7/20 3:32,10673,46707,FALSE,1.24737E+18
https://t.co/JIkrIczC8o,4/7/20 0:10,9764,45412,FALSE,1.24732E+18
https://t.co/e3wBhSwDx7,4/7/20 0:10,10360,46449,FALSE,1.24732E+18
The Wisconsin Supreme Court ruled that tomorrow's election will proceed as scheduled. VOTE for Justice Daniel Kelly tomorrow and be safe! https://t.co/rYkcxaae1k,4/7/20 0:09,22763,78872,FALSE,1.24732E+18
White House news conference at 5:45 P.M. Eastern. Thank you!,4/6/20 21:25,12967,95075,FALSE,1.24727E+18
Congratulations to State Representative Karen Whitsett of Michigan. So glad you are getting better! https://t.co/v6z46rUDtg,4/6/20 21:03,31632,113182,FALSE,1.24727E+18
https://t.co/GIzwKSbuuS,4/6/20 18:32,14808,65072,FALSE,1.24723E+18
"Joe Biden wanted the date for the Democrat National Convention moved to a later time period. Now he wants a ""Virtual"" Convention one where he doesn't have to show up. Gee I wonder why? Also what ever happened to that phone call he told the Fake News he wanted to make to me?",4/6/20 15:34,35254,173958,FALSE,1.24719E+18
Advertising in the Failing New York Times is WAY down. Washington Post is not much better. I can't say whether this is because they are Fake News sources of information to a level that few can understand or the Virus is just plain beating them up. Fake News is bad for America!,4/6/20 13:08,32090,161870,FALSE,1.24715E+18
LIGHT AT THE END OF THE TUNNEL!,4/6/20 11:55,74329,415967,FALSE,1.24713E+18
USA STRONG!,4/6/20 11:54,60794,362401,FALSE,1.24713E+18
Thank you Gayle. I only wish the public could fully understand how corrupt &amp; dishonest so much of our Lamestream Media is. My Press Conferences are vital. They are reaching millions of people that are not being told the truth &amp; haven't been for years (Witch-Hunts Fake News)! https://t.co/DN4DDoHPtu,4/6/20 11:53,19699,72240,FALSE,1.24713E+18
For humanitarian reasons the passengers from the two CoronaVirus stricken cruise ships have been given medical treatment and when appropriate allowed to disembark under strict supervision. Very carefully done. People we're dying &amp; no other countries would allow them to dock!,4/6/20 11:49,16025,78381,FALSE,1.24713E+18
".@gayletrotter  ""To this day the establishment media have not admitted that they were wrong and the President was right."" @FoxNews",4/6/20 11:40,17903,86550,FALSE,1.24713E+18
https://t.co/j8fKN49P1o,4/6/20 0:51,13293,61791,FALSE,1.24696E+18
https://t.co/hUVUJb9zSA,4/6/20 0:51,11351,53188,FALSE,1.24696E+18
White House news conference at 6:45 P.M. Eastern. Thank you!,4/5/20 22:19,16269,108662,FALSE,1.24693E+18
We are learning much about the Invisible Enemy. It is tough and smart but we are tougher and smarter!,4/5/20 19:35,62618,385798,FALSE,1.24688E+18
I will be having a White House CoronaVirus Task Force meeting in a short while. May or may not do a News Conference after the meeting depending on new information. Talks &amp; meetings today are proving promising but a rough two weeks are coming up!,4/5/20 19:30,19568,92363,FALSE,1.24688E+18
Thank you Gayle! https://t.co/DN4DDoHPtu,4/5/20 16:30,14237,59158,FALSE,1.24684E+18
I agree! https://t.co/8QO4QquG4A,4/5/20 16:26,9447,44419,FALSE,1.24684E+18
"A very biased ""journalist"". https://t.co/4jN4LW63FV",4/5/20 16:25,10026,42485,FALSE,1.24684E+18
A great &amp; wonderful woman! https://t.co/6ivEcwk12Z,4/5/20 16:23,24359,149830,FALSE,1.24684E+18
Corrected Fake News! https://t.co/1LISKyeVNg,4/5/20 16:20,12246,47293,FALSE,1.24684E+18
He wants to raise taxes all over our Country! https://t.co/8RgHO9y8p6,4/5/20 2:02,21202,80215,FALSE,1.24662E+18
Disgraceful! https://t.co/Z8g6UWi6dB,4/5/20 1:59,15712,61309,FALSE,1.24662E+18
Palm Sunday is the beginning of a Holy week for many people of Faith and a great day to lift our voices in Prayer. I will be tuning into Pastor @greglaurie at @harvestorg Church in Riverside California tomorrow at 11:00 A.M. Eastern. https://t.co/2eTaKsZVT4,4/4/20 23:25,26052,102620,FALSE,1.24658E+18
....We will get through this together and bats will be swinging before you know it. In the meantime take care of mom and dad and know that this will not be forever! @littleleagueceo,4/4/20 19:40,16173,93051,FALSE,1.24652E+18
To all of our youth who are missing the start of their @LittleLeague seasons hang in there! We will get you back out on the fields and know that you will be playing baseball soon....,4/4/20 19:40,28957,170743,FALSE,1.24652E+18
The Paycheck Protection Program is up and running! The program is open to nonprofits as well so banks be sure to sign up our Great Religious and Veteran Organizations that need help!,4/4/20 19:19,18395,88160,FALSE,1.24652E+18
America owes our very hard working food supply workers so much as they produce and deliver high quality food for us during this horrible COVID-19. Join me in thanking our Farmers Ranchers Processors Distributors and Stores! @JohnBoozman,4/4/20 19:10,28405,152485,FALSE,1.24652E+18
https://t.co/GIzwKSbuuS,4/4/20 18:30,11286,46191,FALSE,1.24651E+18
I will be holding a News Conference at 3:30 P.M. at the White House. Thank you!,4/4/20 17:09,21045,128641,FALSE,1.24649E+18
.@CNN is Fake News. They will take a good story and make it as bad as is humanly possible. They are a JOKE!,4/4/20 17:07,52472,272761,FALSE,1.24648E+18
Good idea Dana! https://t.co/Vx7yfwfpIU,4/4/20 17:05,18431,78293,FALSE,1.24648E+18
Great! https://t.co/2BL1hj32zJ,4/4/20 15:27,14341,56630,FALSE,1.24646E+18
I agree with this. Watch! https://t.co/CouUHHu13t,4/4/20 15:17,33126,128679,FALSE,1.24646E+18
I will immediately ask Congress for more money to support small businesses under the #PPPloan if the allocated money runs out. So far way ahead of schedule. @BankofAmerica &amp; community banks are rocking! @SBAgov @USTreasury,4/4/20 15:09,11999,53849,FALSE,1.24645E+18
I will immediately ask Congress for more money to support small businesses under the @ppploan if the allocated money runs out. So far way ahead of schedule. @BankofAmerica &amp; community banks are rocking! @SBAgov @USTreasury,4/4/20 14:59,2403,9464,FALSE,1.24645E+18
I fully agree! https://t.co/yAQ71uhk9Q,4/4/20 13:48,11642,80802,FALSE,1.24643E+18
Thank you Cory! https://t.co/Nx1QykXAE8,4/4/20 13:41,6914,34348,FALSE,1.24643E+18
Great job being done by @BankofAmerica and many community banks throughout the country. Small businesses appreciate your work!,4/3/20 18:49,16326,97216,FALSE,1.24615E+18
The Paycheck Protection Program is now available! #CARESActSmall Business Guidance &amp; Loan Resources: https://t.co/lfe1wbsSNA https://t.co/eosegomf38,4/3/20 17:51,13390,45848,FALSE,1.24613E+18
Thank you @DeptofDefense @USACEHQ @USNationalGuard @FEMA and @CDCgov! https://t.co/p9j7kZsD7b https://t.co/qmUE7F2E5D,4/3/20 17:33,9359,34347,FALSE,1.24613E+18
Thank you @USNationalGuard keep up the great work! https://t.co/tzQb3eGDat,4/3/20 17:29,12122,51941,FALSE,1.24613E+18
GREAT news this week regarding the Keystone XL Pipeline – moving forward with fantastic paying CONSTRUCTION jobs for hardworking Americans. Promises Made Promises Kept! #MAGA,4/3/20 17:14,26180,135667,FALSE,1.24612E+18
Highly respected Justice Daniel Kelly is running for the Supreme Court in the Great State of Wisconsin. Justice Kelly has been doing a terrific job upholding the Rule of Law and defending your #2A. Tough on Crime Loves our Military and our Vets. He has my Complete Endorsement!,4/3/20 17:12,21225,95126,FALSE,1.24612E+18
"We hit 3M hard today after seeing what they were doing with their Masks. ""P Act"" all the way. Big surprise to many in government as to what they were doing - will have a big price to pay!",4/3/20 0:52,44052,202651,FALSE,1.24588E+18
https://t.co/C4YLj4hKZn,4/3/20 0:15,12657,52604,FALSE,1.24587E+18
https://t.co/GElcwjwBY2,4/3/20 0:13,12702,56666,FALSE,1.24587E+18
30 DAYS TO SLOW THE SPREAD https://t.co/GIzwKSt5mq,4/2/20 16:48,21944,87563,FALSE,1.24575E+18
.....Could be as high as 15 Million Barrels. Good (GREAT) news for everyone!,4/2/20 14:54,17643,97724,FALSE,1.24573E+18
Just spoke to my friend MBS (Crown Prince) of Saudi Arabia who spoke with President Putin of Russia &amp; I expect &amp; hope that they will be cutting back approximately 10 Million Barrels and maybe substantially more which if it happens will be GREAT for the oil &amp; gas industry!,4/2/20 14:32,39791,161726,FALSE,1.24572E+18
"""The States have to get the money to the people who need it."" @MariaBartiromo  And FAST!",4/2/20 14:12,19059,91141,FALSE,1.24572E+18
....have been stocked up and ready long before this crisis hit. Other states are thrilled with the job we have done. Sending many Ventilators today with thousands being built. 51 large cargo planes coming in with medical supplies. Prefer sending directly to hospitals.,4/2/20 13:17,14384,63572,FALSE,1.2457E+18
Massive amounts of medical supplies even hospitals and medical centers are being delivered directly to states and hospitals by the Federal Government. Some have insatiable appetites &amp; are never satisfied (politics?). Remember we are a backup for them. The complainers should...,4/2/20 13:17,23879,107307,FALSE,1.2457E+18
Somebody please explain to Cryin' Chuck Schumer that we do have a military man in charge of distributing goods a very talented Admiral in fact. New York has gotten far more than any other State including hospitals &amp; a hospital ship but no matter what always complaining.....,4/2/20 12:57,33676,153657,FALSE,1.2457E+18
...It wouldn't matter if you got ten times what was needed it would never be good enough. Unlike other states New York unfortunately got off to a late start. You should have pushed harder. Stop complaining &amp; find out where all of these supplies are going. Cuomo working hard!,4/2/20 12:57,18128,82991,FALSE,1.2457E+18
Upon information and belief Iran or its proxies are planning a sneak attack on U.S. troops and/or assets in Iraq. If this happens Iran will pay a very heavy price indeed!,4/1/20 17:05,66884,329879,FALSE,1.2454E+18
Congress must pass the old and very strongly proven deductibility by businesses on restaurants and entertainment. This will bring restaurants and everything related back - and stronger than ever. Move quickly they will all be saved!,4/1/20 16:36,33472,150602,FALSE,1.24539E+18
https://t.co/cawqG2DGXV,4/1/20 0:32,12921,51619,FALSE,1.24515E+18
https://t.co/nQfccoKPj2,4/1/20 0:32,14440,63138,FALSE,1.24515E+18
30 DAYS TO SLOW THE SPREAD#COVIDー19 https://t.co/p9j7kZsD7b https://t.co/RSUHRfT8If,3/31/20 23:49,20180,72000,FALSE,1.24514E+18
Great work @AtlasAirWW thank you! https://t.co/90X4lRRHdM,3/31/20 20:56,12570,51243,FALSE,1.24509E+18
Will be starting The White House news conference at 5:15 P.M. Eastern.,3/31/20 20:27,13462,84122,FALSE,1.24509E+18
My proposal to the politically correct Automobile Companies would lower the average price of a car to consumers by more than $3500 while at the same time making the cars substantially safer. Engines would run smoother. Positive impact on the environment! Foolish executives!,3/31/20 19:52,24868,114039,FALSE,1.24508E+18
My Administration is helping U.S. auto workers by replacing the failed Obama Emissions Rule. Impossible to satisfy its Green New Deal Standard; Lots of unnecessary and expensive penalties to car buyers!,3/31/20 19:51,25274,117938,FALSE,1.24508E+18
Great news! American families will now be able to buy safer more affordable and environmentally friendly cars with our new SAFE VEHICLES RULE. Get rid of those old unsafe clunkers. Build better and safer American cars and create American jobs. Buy American!,3/31/20 19:50,33228,189148,FALSE,1.24508E+18
Thank you Mike! https://t.co/RqiQ6YdQkf,3/31/20 14:55,12287,61674,FALSE,1.245E+18
With interest rates for the United States being at ZERO this is the time to do our decades long awaited Infrastructure Bill. It should be VERY BIG &amp; BOLD Two Trillion Dollars and be focused solely on jobs and rebuilding the once great infrastructure of our Country! Phase 4,3/31/20 14:48,38556,175600,FALSE,1.245E+18
I watched a portion of low rated (very) Morning Psycho (Joe) this Morning in order to see what Nancy Pelosi had to say &amp; what moves she was planning to further hurt our Country. Actually other than her usual complaining that I'm a terrible person she wasn't bad. Still praying!,3/31/20 13:18,27734,156756,FALSE,1.24498E+18
"""New York Governor Cuomo says President Trump has been ""very helpful."" @foxandfriends  Thank you everybody is working very hard!",3/31/20 11:27,19292,122110,FALSE,1.24495E+18
https://t.co/Zt3mEb1h99,3/30/20 22:24,39604,144675,FALSE,1.24475E+18
White House news conference at 5:00 P.M. Eastern. Thank you!,3/30/20 20:50,14441,107888,FALSE,1.24473E+18
https://t.co/2hKJkP5Z6N,3/30/20 17:46,15520,67559,FALSE,1.24468E+18
On #NationalDoctorsDay we recognize the remarkable men &amp; women who treat their fellow Americans find cures for the diseases &amp; illnesses we face and never waver in their efforts to treat every patient with the dignity respect and empathy they deserve. https://t.co/7PRogpEVTP,3/30/20 17:11,19753,82569,FALSE,1.24467E+18
https://t.co/nzWJ8ViwbZ,3/30/20 17:05,39114,173520,FALSE,1.24467E+18
"Nancy Pelosi and the Democrats delayed the Workers Help/Stimulus Bill by over a week trying to add real ""junk"" into the Bill. Got some bad things having nothing to do with those affected by the Virus included. Republicans need their votes until we WIN BACK THE HOUSE IN 2020!",3/30/20 11:17,43360,190297,FALSE,1.24458E+18
Thank you Dr. Hahn &amp; the FDA for your fast approval of this respected Ohio company recommended by Governor @MikeDeWine. Great potential! https://t.co/jAiIUAXwaL,3/30/20 11:07,11707,50577,FALSE,1.24458E+18
Will be interviewed on @foxandfriends at 7:55 A.M. USA STRONG!,3/30/20 5:15,15419,94155,FALSE,1.24449E+18
https://t.co/YzhyVR1N6d,3/29/20 23:43,13735,65496,FALSE,1.24441E+18
https://t.co/MtEehGY9cp,3/29/20 23:43,14134,60385,FALSE,1.24441E+18
Will be starting The White House news conference at 5:30 P.M. Eastern.,3/29/20 20:57,13123,85698,FALSE,1.24437E+18
So proud of the @USACEHQ @FEMA and the Federal Government for the 2900 bed hospital they built in 4 days (way ahead of schedule) in the Javits Center for NY. We are now moving the teams to join others so they can continue to build more hospitals/beds. Keep up the GREAT WORK!,3/29/20 20:06,16015,70179,FALSE,1.24436E+18
Thank you very much to Ken Langone for being a great American and for your wonderful comments on @TeamCavuto.,3/29/20 20:03,9513,54266,FALSE,1.24435E+18
I am a great friend and admirer of the Queen &amp; the United Kingdom. It was reported that Harry and Meghan who left the Kingdom would reside permanently in Canada. Now they have left Canada for the U.S. however the U.S. will not pay for their security protection. They must pay!,3/29/20 19:00,99226,537499,FALSE,1.24434E+18
Happy National Vietnam War Veterans Day to all of our Vietnam era Veterans. You have earned our gratitude and thanks by your actions years ago and what you have done since returning home. The Nation thanks you and your families for your service and sacrifice. We love you! https://t.co/MbEjEcc4pW,3/29/20 18:10,19645,74748,FALSE,1.24433E+18
"...The CBS News poll said 13 percent of Republicans trusted the news media for information about the virus."" Michael M. Grynbaum @NYTimes",3/29/20 17:49,9181,43838,FALSE,1.24432E+18
